intern_id,task_completion_time_hrs,feedback_rating,attendance_percent,performance_score,performance_category
INT_03090,10.4,6.6,70.7,30.3,Struggle
INT_03091,4.5,8.5,81.5,67.9,Average
INT_03092,12.3,7.0,83.4,44.8,Struggle
INT_03093,9.7,5.8,,47.6,Average
INT_03094,11.3,9.4,89.6,79.8,Excel
INT_03095,7.4,9.3,90.8,86.4,Excel
INT_03096,13.8,7.7,97.4,61.9,Average
INT_03097,13.1,5.6,87.2,36.1,Struggle
INT_03098,11.8,5.7,94.0,54.0,Average
INT_03099,9.6,7.7,93.5,55.9,Average
INT_03100,11.7,6.8,77.7,57.1,Average
INT_03101,7.9,7.0,99.8,63.4,Average
INT_03102,12.6,9.0,76.6,57.3,Average
INT_03103,14.9,8.6,95.3,58.8,Average
INT_03104,13.2,9.6,75.9,54.7,Average
INT_03105,7.8,6.0,,67.4,Average
INT_03106,11.1,7.0,100.0,65.0,Average
INT_03107,6.1,8.6,,81.6,Excel
INT_03108,11.7,,85.9,52.9,Average
INT_03109,11.4,9.8,92.9,76.6,Excel
INT_03110,4.4,8.1,85.4,77.3,Excel
INT_03111,6.5,10.0,100.0,92.6,Excel
INT_03112,9.2,8.3,89.5,61.6,Average
INT_03113,9.1,9.1,85.4,77.3,Excel
INT_03114,6.4,7.0,83.7,62.2,Average
INT_03115,11.2,7.5,80.5,48.0,Average
INT_03116,10.8,8.9,83.0,54.6,Average
INT_03117,9.4,9.9,85.2,79.6,Excel
INT_03118,7.7,8.6,84.1,83.6,Excel
INT_03119,13.1,7.4,82.7,43.7,Struggle
INT_03120,15.0,9.6,100.0,71.4,Average
INT_03121,8.5,4.2,79.8,41.5,Struggle
INT_03122,8.2,5.4,89.2,42.3,Struggle
INT_03123,,8.5,92.7,63.8,Average
INT_03124,8.9,7.5,93.0,60.2,Average
INT_03125,9.6,8.4,87.5,72.2,Average
INT_03126,,7.6,86.1,62.1,Average
INT_03127,4.3,,91.6,80.6,Excel
INT_03128,14.0,6.3,90.1,39.5,Struggle
INT_03129,10.2,8.4,85.9,61.6,Average
INT_03130,8.8,9.0,75.5,62.2,Average
INT_03131,9.7,9.3,84.3,65.5,Average
INT_03132,9.9,10.0,78.8,71.7,Average
INT_03133,4.8,7.9,82.7,73.4,Average
INT_03134,14.5,7.9,88.3,56.1,Average
INT_03135,10.1,5.2,90.9,45.1,Average
INT_03136,11.3,,100.0,58.4,
INT_03137,12.9,7.2,83.7,48.9,Average
INT_03138,6.9,9.1,94.2,73.3,Average
INT_03139,11.4,6.6,90.4,52.7,Average
INT_03140,9.2,8.7,98.4,72.3,Average
INT_03141,12.5,7.5,92.6,49.5,Average
INT_03142,3.6,7.2,79.9,68.8,Average
INT_03143,9.7,7.9,74.2,51.9,Average
INT_03144,8.2,6.9,90.5,62.1,Average
INT_03145,11.3,,83.8,,Average
INT_03146,11.4,4.9,80.2,29.3,Struggle
INT_03147,7.9,7.1,,56.5,Average
INT_03148,7.9,6.8,89.3,49.8,
INT_03149,9.7,6.7,100.0,70.3,Average
INT_03150,7.3,8.1,84.7,60.3,Average
INT_03151,,8.5,92.7,61.1,Average
INT_03152,8.9,7.8,87.2,71.5,
INT_03153,2.0,9.0,77.7,,Excel
INT_03154,8.9,8.4,93.9,64.7,Average
INT_03155,6.9,7.1,79.2,62.3,Average
INT_03156,5.1,6.8,88.2,69.1,Average
INT_03157,,8.0,85.3,65.7,Average
INT_03158,10.3,8.4,95.1,66.1,Average
INT_03159,14.0,9.6,79.5,58.9,Average
INT_03160,10.9,9.3,91.1,70.8,Average
INT_03161,8.2,6.7,81.3,43.6,Struggle
INT_03162,11.4,7.3,83.9,52.5,
INT_03163,8.6,8.5,58.9,63.4,Average
INT_03164,7.9,9.1,100.0,76.9,Excel
INT_03165,6.5,8.9,92.4,76.0,Excel
INT_03166,4.7,7.4,81.9,60.0,Average
INT_03167,8.8,5.6,79.0,47.5,Average
INT_03168,10.5,6.0,84.0,52.8,Average
INT_03169,9.7,7.9,93.7,73.0,Average
INT_03170,8.8,8.0,72.9,50.5,Average
INT_03171,7.2,5.9,86.9,56.4,Average
INT_03172,11.8,7.6,100.0,,Average
INT_03173,6.0,8.4,78.9,72.4,Average
INT_03174,12.3,5.8,88.6,45.9,Average
INT_03175,7.0,9.2,,81.6,Excel
INT_03176,7.7,6.9,93.1,64.6,Average
INT_03177,5.6,9.4,89.0,89.5,
INT_03178,8.5,6.7,92.1,61.4,Average
INT_03179,12.9,6.0,84.8,34.2,Struggle
INT_03180,11.5,6.8,98.4,55.0,Average
INT_03181,12.9,7.4,84.8,57.6,Average
INT_03182,,6.9,72.3,45.5,Average
INT_03183,6.7,7.2,84.9,63.3,
INT_03184,9.0,8.0,80.3,57.9,Average
INT_03185,7.7,7.2,85.8,68.2,Average
INT_03186,,7.4,85.9,58.8,Average
INT_03187,6.4,4.9,97.6,61.8,Average
INT_03188,12.7,8.1,93.6,69.4,Average
INT_03189,12.7,7.4,90.1,52.4,Average
INT_03190,15.5,9.9,88.0,62.3,Average
INT_03191,8.8,6.1,79.5,46.9,Average
INT_03192,12.1,4.8,70.6,,Struggle
INT_03193,16.8,8.4,88.9,60.4,Average
INT_03194,8.1,8.0,94.4,77.3,Excel
INT_03195,5.4,6.0,87.1,61.3,Average
INT_03196,4.4,5.2,83.7,45.2,Average
INT_03197,12.1,9.8,91.7,64.0,Average
INT_03198,4.4,9.6,87.3,87.3,Excel
INT_03199,8.9,3.8,100.0,47.7,Average
INT_03200,11.3,6.8,97.9,57.3,Average
INT_03201,10.6,10.0,95.7,90.9,Excel
INT_03202,11.3,6.8,94.1,49.5,Average
INT_03203,10.7,6.8,77.7,40.8,Struggle
INT_03204,13.8,7.1,93.3,48.0,Average
INT_03205,7.1,5.8,91.0,51.8,Average
INT_03206,8.0,4.9,92.9,51.8,Average
INT_03207,,9.1,91.9,75.4,Excel
INT_03208,12.5,4.7,91.6,28.7,Struggle
INT_03209,12.7,7.9,100.0,68.3,Average
INT_03210,11.4,8.8,87.4,56.0,Average
INT_03211,13.6,5.3,95.5,35.4,Struggle
INT_03212,6.5,6.1,84.2,46.3,Average
INT_03213,15.0,9.3,94.3,66.6,Average
INT_03214,14.6,8.3,95.5,61.0,Average
INT_03215,12.2,6.6,90.9,61.0,Average
INT_03216,15.3,9.3,100.0,72.9,Average
INT_03217,5.0,9.3,80.9,86.8,Excel
INT_03218,8.4,7.9,84.1,65.3,Average
INT_03219,7.8,6.1,89.7,,Average
INT_03220,12.2,6.9,95.0,55.5,Average
INT_03221,6.8,7.9,89.4,73.4,Average
INT_03222,12.3,7.2,98.3,62.7,Average
INT_03223,14.1,8.9,82.7,55.4,Average
INT_03224,12.1,5.2,78.9,37.1,Struggle
INT_03225,10.9,5.3,90.5,38.5,
INT_03226,7.0,7.8,,61.7,Average
INT_03227,,6.8,92.3,56.1,Average
INT_03228,13.7,6.6,87.8,45.4,Average
INT_03229,12.3,4.8,85.3,28.3,Struggle
INT_03230,9.9,7.5,87.4,57.5,Average
INT_03231,8.7,7.4,88.2,67.0,Average
INT_03232,3.9,8.5,85.6,72.2,Average
INT_03233,6.8,7.6,86.4,63.5,Average
INT_03234,15.7,7.3,84.8,45.0,Struggle
INT_03235,6.2,9.3,94.9,85.2,Excel
INT_03236,10.6,5.5,89.6,42.9,Struggle
INT_03237,13.0,8.3,100.0,70.1,Average
INT_03238,6.2,5.0,89.3,54.2,Average
INT_03239,10.6,6.2,83.6,53.7,Average
INT_03240,12.8,5.7,,,Average
INT_03241,10.0,8.7,91.3,66.8,Average
INT_03242,18.6,7.4,95.9,,Struggle
INT_03243,5.0,7.5,92.7,74.4,Average
INT_03244,13.2,5.8,93.0,42.2,Struggle
INT_03245,9.5,7.1,92.3,56.9,Average
INT_03246,12.3,6.4,79.2,39.5,Struggle
INT_03247,11.3,8.1,90.9,,Average
INT_03248,7.8,6.0,77.4,49.2,Average
INT_03249,10.7,9.5,86.6,63.6,Average
INT_03250,4.4,5.0,82.2,52.3,Average
INT_03251,11.8,6.3,90.9,52.9,Average
INT_03252,10.9,10.0,90.7,73.5,Average
INT_03253,11.9,6.8,91.8,64.0,
INT_03254,13.2,5.5,90.3,40.8,Struggle
INT_03255,11.1,7.8,83.1,48.3,Average
INT_03256,,6.8,85.9,51.1,Average
INT_03257,7.4,6.2,,61.0,Average
INT_03258,,5.9,96.5,60.0,Average
INT_03259,13.6,,78.8,63.2,Average
INT_03260,14.3,7.1,75.8,35.7,Struggle
INT_03261,9.3,4.6,82.2,31.8,
INT_03262,10.1,9.7,96.4,76.1,Excel
INT_03263,7.3,8.4,97.7,74.1,Average
INT_03264,13.5,6.4,80.6,34.0,Struggle
INT_03265,12.0,6.1,90.5,43.1,Struggle
INT_03266,15.8,8.5,100.0,65.0,Average
INT_03267,7.4,7.1,91.3,73.7,Average
INT_03268,8.9,4.6,99.4,52.5,Average
INT_03269,10.7,10.0,96.0,87.4,Excel
INT_03270,11.9,6.8,80.7,52.5,Average
INT_03271,9.4,9.7,86.5,80.5,Excel
INT_03272,7.4,9.4,88.3,76.8,Excel
INT_03273,12.6,6.0,88.8,45.0,Average
INT_03274,12.2,9.0,95.3,67.8,Average
INT_03275,7.3,6.5,91.3,59.3,Average
INT_03276,14.1,4.7,64.5,19.1,Struggle
INT_03277,13.5,6.9,77.5,46.1,Average
INT_03278,10.4,8.1,70.5,55.7,Average
INT_03279,10.2,6.8,89.4,54.3,Average
INT_03280,11.7,7.0,89.9,54.4,Average
INT_03281,7.4,9.2,90.3,80.8,
INT_03282,,7.7,80.3,60.1,Average
INT_03283,3.5,6.2,93.4,59.0,
INT_03284,12.6,8.6,93.7,58.8,Average
INT_03285,5.3,7.8,78.0,72.2,Average
INT_03286,14.5,3.7,76.3,17.1,Struggle
INT_03287,9.0,8.1,88.0,63.9,Average
INT_03288,9.4,8.1,100.0,70.4,Average
INT_03289,8.1,7.5,100.0,69.1,Average
INT_03290,9.1,8.8,,76.5,Excel
INT_03291,14.3,6.5,82.2,34.4,Struggle
INT_03292,2.5,8.0,95.1,82.9,Excel
INT_03293,13.8,,84.4,34.7,Struggle
INT_03294,11.0,8.1,81.9,60.7,Average
INT_03295,,10.0,70.8,76.4,Excel
INT_03296,6.8,6.0,88.8,59.4,Average
INT_03297,15.0,6.4,83.0,35.3,Struggle
INT_03298,7.2,6.4,88.8,53.4,Average
INT_03299,6.5,7.7,69.6,71.8,Average
INT_03300,13.4,5.9,89.4,40.6,Struggle
INT_03301,11.0,8.1,68.6,50.2,Average
INT_03302,7.2,8.8,96.7,83.1,Excel
INT_03303,10.6,8.3,92.2,75.2,Excel
INT_03304,6.9,4.8,85.8,43.4,
INT_03305,13.3,9.0,92.5,60.2,
INT_03306,13.2,8.9,80.2,51.6,Average
INT_03307,11.6,8.7,88.6,74.3,Average
INT_03308,11.1,8.1,94.4,59.1,Average
INT_03309,15.3,7.8,63.2,37.1,Struggle
INT_03310,10.0,9.0,84.4,63.1,Average
INT_03311,6.5,10.0,87.8,76.4,Excel
INT_03312,11.3,6.1,86.4,44.5,Struggle
INT_03313,16.3,9.1,,59.2,Average
INT_03314,7.0,7.4,79.0,56.3,Average
INT_03315,8.9,7.3,83.0,69.1,Average
INT_03316,11.2,5.2,72.7,34.9,Struggle
INT_03317,,7.1,100.0,69.0,Average
INT_03318,7.1,6.0,86.0,59.0,Average
INT_03319,13.4,6.8,84.5,45.4,Average
INT_03320,17.0,5.9,,31.1,
INT_03321,10.6,6.8,,58.0,Average
INT_03322,7.3,6.9,90.8,63.7,Average
INT_03323,5.4,7.6,100.0,74.0,Average
INT_03324,10.8,5.1,91.6,44.0,Struggle
INT_03325,13.3,5.3,84.3,31.7,Struggle
INT_03326,11.4,8.0,83.5,57.1,Average
INT_03327,10.0,6.3,84.9,47.8,Average
INT_03328,8.2,9.1,76.0,60.9,Average
INT_03329,6.7,7.8,88.3,56.0,Average
INT_03330,12.5,8.4,94.3,59.1,Average
INT_03331,12.7,9.6,83.1,76.1,Excel
INT_03332,5.4,7.0,81.5,60.9,Average
INT_03333,14.8,6.6,100.0,54.8,Average
INT_03334,11.7,8.8,76.6,47.1,Average
INT_03335,14.2,8.3,71.5,41.5,Struggle
INT_03336,6.0,7.2,78.8,53.5,Average
INT_03337,5.9,,75.7,74.8,Average
INT_03338,9.6,7.2,91.1,,Average
INT_03339,11.5,7.5,85.1,57.9,Average
INT_03340,15.4,7.5,,57.2,Average
INT_03341,,6.1,97.2,49.3,Average
INT_03342,9.3,7.6,82.5,66.6,Average
INT_03343,6.9,9.6,94.2,95.8,Excel
INT_03344,13.7,8.2,100.0,62.8,Average
INT_03345,7.1,7.5,84.4,61.1,Average
INT_03346,14.9,7.3,93.9,43.8,Struggle
INT_03347,9.1,8.0,86.1,62.2,Average
INT_03348,14.8,8.6,95.4,62.2,Average
INT_03349,12.0,8.4,75.4,66.2,Average
INT_03350,9.6,7.0,74.8,42.6,Struggle
INT_03351,8.4,8.0,84.9,65.0,Average
INT_03352,9.0,8.2,80.9,52.8,Average
INT_03353,11.3,6.0,83.9,41.9,
INT_03354,10.2,7.8,86.2,61.8,Average
INT_03355,8.2,4.3,93.8,47.0,Average
INT_03356,9.5,8.2,84.7,67.3,Average
INT_03357,10.2,,81.4,64.7,Average
INT_03358,3.6,8.6,85.2,82.5,Excel
INT_03359,11.4,6.9,81.8,49.6,Average
INT_03360,7.1,8.0,80.5,59.1,
INT_03361,6.5,9.6,75.1,64.3,Average
INT_03362,4.9,9.6,88.6,82.3,
INT_03363,4.6,7.5,83.5,67.4,Average
INT_03364,5.9,7.7,95.7,,Excel
INT_03365,7.9,9.2,76.4,68.8,
INT_03366,15.9,,83.7,28.3,Struggle
INT_03367,8.4,7.0,100.0,68.5,Average
INT_03368,10.5,9.5,80.5,66.9,Average
INT_03369,11.2,9.0,86.1,70.9,Average
INT_03370,10.4,8.1,78.3,,Average
INT_03371,9.8,,77.2,,Average
INT_03372,6.4,7.4,100.0,73.9,Average
INT_03373,14.4,6.6,89.4,47.1,Average
INT_03374,15.4,8.0,89.1,61.3,Average
INT_03375,5.0,6.3,74.4,53.4,Average
INT_03376,6.9,6.0,90.9,60.8,Average
INT_03377,9.2,4.4,97.3,38.8,Struggle
INT_03378,7.1,9.3,97.2,81.9,Excel
INT_03379,11.5,6.9,,61.8,Average
INT_03380,7.8,7.7,79.0,56.9,Average
INT_03381,16.5,7.5,90.5,46.8,Average
INT_03382,13.6,5.9,93.3,35.4,Struggle
INT_03383,10.6,5.6,73.6,48.4,Average
INT_03384,13.1,,79.0,44.9,Struggle
INT_03385,13.3,6.4,95.1,50.3,Average
INT_03386,8.3,8.0,95.0,73.8,Average
INT_03387,7.6,6.3,75.6,51.9,Average
INT_03388,10.2,10.0,94.4,87.9,Excel
INT_03389,12.6,9.0,88.8,62.6,Average
INT_03390,10.4,8.7,94.2,74.9,Average
INT_03391,5.3,7.3,82.9,71.5,Average
INT_03392,7.6,9.8,93.2,90.2,Excel
INT_03393,9.8,7.2,94.8,49.1,Average
INT_03394,9.8,7.5,85.2,55.0,Average
INT_03395,15.9,,88.1,43.6,Struggle
INT_03396,5.8,8.6,82.8,73.7,Average
INT_03397,11.5,8.5,100.0,58.7,Average
INT_03398,14.5,6.8,87.0,33.5,Struggle
INT_03399,16.8,6.7,80.6,47.9,Average
INT_03400,8.8,8.5,82.3,69.2,Average
INT_03401,11.5,,89.0,65.4,Average
INT_03402,11.7,6.9,94.0,57.4,Average
INT_03403,10.6,5.1,77.3,36.8,Struggle
INT_03404,9.7,7.2,100.0,70.4,Average
INT_03405,11.3,8.4,90.5,61.4,Average
INT_03406,,10.0,91.7,96.1,
INT_03407,12.0,5.7,87.2,43.8,Struggle
INT_03408,10.4,6.9,88.2,48.8,Average
INT_03409,9.3,6.9,86.8,63.5,Average
INT_03410,16.1,9.5,96.1,63.1,Average
INT_03411,,7.4,87.9,69.2,Average
INT_03412,8.8,6.1,94.1,56.9,Average
INT_03413,16.0,8.3,84.5,60.3,Average
INT_03414,7.5,6.9,,55.8,Average
INT_03415,8.3,5.7,81.6,40.8,Struggle
INT_03416,9.6,6.2,97.7,51.7,Average
INT_03417,12.5,10.0,81.3,68.9,Average
INT_03418,,8.1,85.4,69.6,
INT_03419,,7.7,85.5,76.4,Excel
INT_03420,8.4,7.1,85.2,46.0,Average
INT_03421,8.2,7.9,93.8,71.2,Average
INT_03422,,7.9,85.5,43.9,Struggle
INT_03423,11.3,7.9,99.2,70.8,
INT_03424,11.3,7.7,81.5,60.9,Average
INT_03425,4.7,8.8,89.4,80.5,Excel
INT_03426,13.2,7.5,81.8,50.3,Average
INT_03427,,6.0,91.4,50.2,Average
INT_03428,14.2,6.6,87.9,40.2,Struggle
INT_03429,11.3,4.5,86.8,38.0,Struggle
INT_03430,,10.0,97.5,74.3,Average
INT_03431,11.4,8.8,82.8,68.1,Average
INT_03432,,6.3,92.7,44.6,Struggle
INT_03433,11.6,7.1,81.8,45.3,Average
INT_03434,9.7,6.5,88.9,45.7,Average
INT_03435,16.8,9.8,78.4,45.9,Average
INT_03436,,5.4,,43.7,Struggle
INT_03437,11.7,7.7,87.3,54.4,Average
INT_03438,6.2,7.3,,75.2,Excel
INT_03439,6.1,8.7,,86.8,Excel
INT_03440,10.9,7.3,100.0,60.4,Average
INT_03441,10.4,4.9,89.8,38.0,Struggle
INT_03442,8.2,7.1,84.9,58.5,
INT_03443,10.4,6.0,100.0,55.6,Average
INT_03444,14.8,7.6,91.5,63.1,Average
INT_03445,12.1,9.7,82.9,76.2,Excel
INT_03446,6.6,4.9,91.8,54.3,Average
INT_03447,9.7,6.3,85.7,58.9,Average
INT_03448,7.6,6.7,72.1,49.2,Average
INT_03449,8.8,6.9,95.5,64.0,Average
INT_03450,8.8,,96.8,73.3,Average
INT_03451,8.6,,100.0,60.4,Average
INT_03452,6.2,8.1,91.4,80.5,Excel
INT_03453,9.6,6.6,86.0,55.9,Average
INT_03454,8.3,7.8,94.7,69.5,Average
INT_03455,2.0,8.7,94.8,88.3,Excel
INT_03456,16.2,6.4,100.0,37.5,Struggle
INT_03457,13.3,8.7,87.6,55.4,Average
INT_03458,8.9,7.6,86.7,63.8,
INT_03459,10.1,9.1,82.3,64.4,Average
INT_03460,6.5,7.2,92.3,66.2,Average
INT_03461,15.1,8.1,75.6,45.6,Average
INT_03462,15.7,7.4,94.2,,Average
INT_03463,,7.4,92.7,55.0,Average
INT_03464,13.1,7.9,92.7,49.7,Average
INT_03465,10.5,8.3,89.1,64.1,Average
INT_03466,6.0,5.6,100.0,65.2,
INT_03467,8.8,9.7,95.0,72.0,Average
INT_03468,10.4,4.7,83.1,36.7,Struggle
INT_03469,,6.5,83.3,54.4,Average
INT_03470,9.3,7.4,81.0,50.7,Average
INT_03471,9.7,8.1,,75.0,Average
INT_03472,9.8,9.9,80.0,70.1,Average
INT_03473,10.2,4.7,96.7,44.3,Struggle
INT_03474,6.8,6.7,98.6,66.1,Average
INT_03475,7.8,4.3,,28.3,Struggle
INT_03476,6.1,7.5,86.5,72.9,Average
INT_03477,,7.9,88.1,51.2,Average
INT_03478,,9.9,95.1,,Excel
INT_03479,13.5,7.7,100.0,63.8,Average
INT_03480,14.2,9.1,74.5,62.6,Average
INT_03481,9.1,8.4,85.5,60.3,Average
INT_03482,2.2,6.8,85.9,67.8,Average
INT_03483,8.9,5.4,76.8,48.8,Average
INT_03484,,7.9,84.1,63.4,Average
INT_03485,7.0,5.3,91.4,56.1,Average
INT_03486,8.5,9.4,85.8,69.4,Average
INT_03487,14.6,7.3,75.6,39.5,Struggle
INT_03488,12.0,9.3,100.0,73.8,Average
INT_03489,7.2,6.8,90.1,56.9,Average
INT_03490,5.2,7.9,88.9,63.7,Average
INT_03491,9.0,7.8,79.2,56.2,Average
INT_03492,9.4,7.4,90.1,69.3,Average
INT_03493,11.5,6.9,86.7,51.7,Average
INT_03494,8.4,8.1,72.9,66.4,Average
INT_03495,11.5,6.1,79.4,43.1,Struggle
INT_03496,15.8,5.7,94.4,34.3,Struggle
INT_03497,12.4,9.4,100.0,81.4,Excel
INT_03498,9.9,,90.9,70.5,Average
INT_03499,,7.6,96.8,71.8,Average
INT_03500,8.9,10.0,86.8,72.7,Average
INT_03501,,7.1,87.3,55.0,Average
INT_03502,8.1,9.5,96.7,,Excel
INT_03503,10.1,7.8,100.0,69.6,Average
INT_03504,10.2,6.0,98.4,50.0,Average
INT_03505,8.5,10.0,79.5,75.3,Excel
INT_03506,5.9,9.0,87.5,81.8,Excel
INT_03507,11.0,7.3,90.2,59.0,Average
INT_03508,9.8,8.6,85.9,69.9,Average
INT_03509,11.5,6.9,91.1,59.8,Average
INT_03510,,8.7,94.6,71.8,Average
INT_03511,,3.9,96.0,25.2,Struggle
INT_03512,7.4,6.0,100.0,61.1,Average
INT_03513,15.1,9.0,85.4,,Average
INT_03514,4.8,7.1,77.1,66.4,Average
INT_03515,11.3,7.8,90.9,54.8,Average
INT_03516,11.4,5.5,100.0,55.1,Average
INT_03517,7.6,10.0,84.2,87.5,Excel
INT_03518,11.3,9.3,93.5,72.6,Average
INT_03519,13.8,,93.6,53.1,Average
INT_03520,3.3,6.9,89.5,66.0,Average
INT_03521,11.5,9.0,88.1,64.4,Average
INT_03522,2.5,10.0,80.6,86.4,Excel
INT_03523,7.1,8.9,69.7,73.6,Average
INT_03524,14.9,10.0,79.1,61.6,
INT_03525,8.3,,84.9,,Struggle
INT_03526,,6.3,96.8,64.9,Average
INT_03527,9.4,,,52.7,Average
INT_03528,16.2,8.2,83.8,48.9,Average
INT_03529,4.5,7.8,80.9,77.3,Excel
INT_03530,6.8,7.3,93.3,72.0,Average
INT_03531,14.5,8.7,98.9,59.0,Average
INT_03532,15.6,9.3,96.5,62.6,Average
INT_03533,9.7,,92.8,48.4,Average
INT_03534,6.3,6.6,76.2,45.4,Average
INT_03535,16.3,8.7,,,Average
INT_03536,14.8,6.8,100.0,41.7,
INT_03537,12.0,6.3,97.0,57.9,Average
INT_03538,7.6,9.0,75.7,73.7,Average
INT_03539,9.9,5.6,,49.2,Average
INT_03540,,7.0,90.9,55.5,Average
INT_03541,11.0,8.0,,58.7,Average
INT_03542,,6.6,69.5,31.5,Struggle
INT_03543,12.6,8.7,88.8,57.1,Average
INT_03544,6.8,6.6,81.7,55.2,Average
INT_03545,14.1,9.6,81.7,66.2,Average
INT_03546,10.9,7.3,85.2,55.1,Average
INT_03547,12.1,8.5,86.9,69.9,Average
INT_03548,,8.6,87.9,62.6,Average
INT_03549,6.7,6.6,80.9,59.9,Average
INT_03550,9.9,4.4,86.2,28.6,Struggle
INT_03551,8.4,8.0,73.9,57.4,Average
INT_03552,5.3,7.6,90.5,65.8,Average
INT_03553,11.0,,,49.6,Average
INT_03554,17.5,7.2,85.7,36.5,Struggle
INT_03555,4.5,6.9,95.4,68.8,Average
INT_03556,9.9,10.0,79.5,78.5,Excel
INT_03557,11.9,5.3,93.7,46.2,Average
INT_03558,10.4,8.6,97.2,77.4,
INT_03559,9.7,6.6,61.5,30.8,Struggle
INT_03560,6.1,7.0,86.8,64.0,Average
INT_03561,10.7,7.0,65.0,47.5,Average
INT_03562,7.7,6.3,87.1,64.0,Average
INT_03563,3.4,8.4,87.9,70.8,Average
INT_03564,13.6,9.6,,53.8,Average
INT_03565,12.9,8.2,100.0,71.1,Average
INT_03566,10.2,7.7,90.3,60.7,Average
INT_03567,10.7,6.0,81.2,39.2,Struggle
INT_03568,13.2,8.3,99.7,56.3,Average
INT_03569,10.7,10.0,73.6,62.5,Average
INT_03570,12.7,,78.2,35.2,Struggle
INT_03571,9.1,6.9,69.6,47.8,Average
INT_03572,13.9,6.7,100.0,57.3,Average
INT_03573,11.0,6.8,90.7,47.1,Average
INT_03574,10.6,3.4,93.3,34.2,Struggle
INT_03575,6.2,8.1,90.4,78.0,Excel
INT_03576,10.9,6.2,,51.7,Average
INT_03577,7.5,5.1,88.6,39.5,Struggle
INT_03578,8.1,8.6,90.2,75.0,Average
INT_03579,,5.9,88.9,53.7,Average
INT_03580,6.8,7.0,83.1,59.3,
INT_03581,16.4,9.7,87.6,58.5,Average
INT_03582,14.0,5.4,90.2,38.4,Struggle
INT_03583,15.8,5.2,88.9,,
INT_03584,6.3,7.9,76.2,76.9,Excel
INT_03585,10.2,9.2,77.2,65.9,Average
INT_03586,6.1,5.1,96.7,64.6,Average
INT_03587,7.9,8.1,85.5,69.0,Average
INT_03588,7.2,8.4,92.7,,Average
INT_03589,13.7,4.4,79.3,26.4,
INT_03590,8.8,8.7,76.2,57.2,Average
INT_03591,13.2,8.8,81.3,60.1,Average
INT_03592,11.8,7.0,86.2,40.6,Struggle
INT_03593,16.9,9.4,82.7,50.6,Average
INT_03594,5.6,9.2,98.4,87.3,Excel
INT_03595,13.8,7.7,89.4,60.4,Average
INT_03596,13.4,6.8,100.0,62.5,Average
INT_03597,7.1,6.0,91.2,56.2,Average
INT_03598,13.0,7.4,68.7,43.2,Struggle
INT_03599,11.0,8.4,96.4,73.8,Average
INT_03600,9.3,7.0,75.9,43.7,Struggle
INT_03601,7.5,4.2,89.8,45.2,Average
INT_03602,7.8,9.4,81.8,69.4,Average
INT_03603,16.1,7.8,100.0,54.6,Average
INT_03604,10.0,6.9,99.5,59.6,
INT_03605,12.3,8.8,82.1,62.9,Average
INT_03606,7.6,9.8,87.0,83.1,Excel
INT_03607,7.7,3.3,90.0,41.4,Struggle
INT_03608,13.2,8.2,94.9,63.3,Average
INT_03609,6.0,5.4,88.2,54.4,Average
INT_03610,8.8,8.2,79.8,73.3,Average
INT_03611,10.1,7.7,82.3,49.2,
INT_03612,10.3,8.5,88.0,75.1,Excel
INT_03613,9.5,6.8,97.9,59.5,Average
INT_03614,11.2,4.7,91.4,42.8,Struggle
INT_03615,12.1,6.8,81.8,45.4,Average
INT_03616,12.2,8.1,93.2,58.4,Average
INT_03617,7.0,9.0,84.9,77.5,Excel
INT_03618,9.1,5.7,95.1,59.1,Average
INT_03619,13.6,9.0,100.0,72.3,Average
INT_03620,12.7,6.5,85.1,42.8,Struggle
INT_03621,5.9,8.0,94.4,95.8,Excel
INT_03622,11.1,6.7,82.0,55.6,Average
INT_03623,4.1,7.8,87.1,78.7,Excel
INT_03624,10.1,8.8,88.2,66.9,Average
INT_03625,15.7,5.7,86.5,30.7,Struggle
INT_03626,7.2,6.5,100.0,63.7,Average
INT_03627,7.5,7.8,85.5,71.6,Average
INT_03628,12.3,10.0,92.7,69.5,Average
INT_03629,5.4,6.2,72.6,,Average
INT_03630,8.1,10.0,91.5,86.0,Excel
INT_03631,11.8,10.0,97.1,80.3,Excel
INT_03632,8.1,7.4,83.8,56.1,
INT_03633,9.3,7.1,67.9,40.9,Struggle
INT_03634,12.2,6.5,87.7,55.7,Average
INT_03635,11.3,7.4,88.1,,Average
INT_03636,10.8,5.4,93.8,39.0,Struggle
INT_03637,9.0,7.4,100.0,60.6,Average
INT_03638,11.1,9.7,85.0,69.3,Average
INT_03639,9.6,6.6,81.1,54.4,Average
INT_03640,11.4,7.1,,52.5,Average
INT_03641,8.5,4.9,89.6,52.3,Average
INT_03642,,8.1,91.8,58.6,Average
INT_03643,7.0,7.9,83.6,67.5,Average
INT_03644,9.9,7.6,94.2,72.0,Average
INT_03645,7.6,7.2,91.7,72.1,Average
INT_03646,6.7,7.1,88.3,65.9,Average
INT_03647,10.8,8.3,80.8,,Average
INT_03648,10.6,,84.1,59.4,Average
INT_03649,12.3,8.0,68.6,53.1,Average
INT_03650,8.7,7.8,89.9,66.0,
INT_03651,11.2,9.2,88.2,64.7,Average
INT_03652,11.7,8.5,89.5,59.3,
INT_03653,11.3,7.8,92.0,62.2,Average
INT_03654,7.5,9.8,91.1,81.3,Excel
